# AC-P1-10 raw transcript

## Final comparison
baseline_final_jaccard=0.5000
baseline_without_intervention_drift=0.5000
with_intervention_final_jaccard=1.0000
with_intervention_drift=0.0000

## baseline without_intervention per-iter table
Formula per row: jaccard = |input_tokens ∩ output_tokens| / |input_tokens ∪ output_tokens|; drift = 1 - jaccard
iter=1 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=70 | input_tokens=[based, bus, coverage, drift, f026, f027, gate, haiku, ledger, merger, tombstone, viewfinder] | output_tokens=[bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, tombstone, viewfinder] | intersection=10 | union=13 | jaccard=10/13=0.7692 | drift=0.2308 | should_replace=false
iter=71 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, approve, based, coverage, decision, drift, explosion, extractor, gate, haiku, merger, rule, viewfinder] | intersection=11 | union=16 | jaccard=11/16=0.6875 | drift=0.3125 | should_replace=true
iter=72 | input_tokens=[anti, approve, based, coverage, decision, drift, explosion, extractor, gate, haiku, merger, rule, viewfinder] | output_tokens=[anti, approve, based, coverage, decision, drift, explosion, extractor, f026, gate, haiku, merger, rule, viewfinder] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=73 | input_tokens=[anti, approve, based, coverage, decision, drift, explosion, extractor, f026, gate, haiku, merger, rule, viewfinder] | output_tokens=[anti, approve, based, coverage, decision, drift, explosion, extractor, f026, gate, haiku, merger, rule, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=74 | input_tokens=[anti, approve, based, coverage, decision, drift, explosion, extractor, f026, gate, haiku, merger, rule, viewfinder] | output_tokens=[approve, based, coverage, decision, drift, explosion, extractor, gate, haiku, merger, rule, viewfinder] | intersection=12 | union=14 | jaccard=12/14=0.8571 | drift=0.1429 | should_replace=false
iter=75 | input_tokens=[approve, based, coverage, decision, drift, explosion, extractor, gate, haiku, merger, rule, viewfinder] | output_tokens=[accident, approve, based, coverage, decision, drift, explosion, extractor, f026, gate, haiku, merger, rule, viewfinder] | intersection=12 | union=14 | jaccard=12/14=0.8571 | drift=0.1429 | should_replace=false
iter=76 | input_tokens=[accident, approve, based, coverage, decision, drift, explosion, extractor, f026, gate, haiku, merger, rule, viewfinder] | output_tokens=[accident, approve, based, coverage, decision, explosion, extractor, f026, gate, haiku, merger, rule, viewfinder] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=77 | input_tokens=[accident, approve, based, coverage, decision, explosion, extractor, f026, gate, haiku, merger, rule, viewfinder] | output_tokens=[accident, approve, based, coverage, decision, explosion, extractor, f026, gate, merger, rule, viewfinder] | intersection=12 | union=13 | jaccard=12/13=0.9231 | drift=0.0769 | should_replace=false
iter=78 | input_tokens=[accident, approve, based, coverage, decision, explosion, extractor, f026, gate, merger, rule, viewfinder] | output_tokens=[approve, based, coverage, decision, explosion, extractor, f026, gate, merger, rule, viewfinder] | intersection=11 | union=12 | jaccard=11/12=0.9167 | drift=0.0833 | should_replace=false
iter=79 | input_tokens=[approve, based, coverage, decision, explosion, extractor, f026, gate, merger, rule, viewfinder] | output_tokens=[approve, based, decision, explosion, extractor, f026, gate, merger, rule, viewfinder] | intersection=10 | union=11 | jaccard=10/11=0.9091 | drift=0.0909 | should_replace=false
iter=80 | input_tokens=[approve, based, decision, explosion, extractor, f026, gate, merger, rule, viewfinder] | output_tokens=[approve, based, decision, explosion, extractor, f026, gate, merger, rule, viewfinder] | intersection=10 | union=10 | jaccard=10/10=1.0000 | drift=0.0000 | should_replace=false
iter=81 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, bus, coverage, decision, drift, extractor, f027, gate, haiku, merger, rule] | intersection=11 | union=15 | jaccard=11/15=0.7333 | drift=0.2667 | should_replace=false
iter=82 | input_tokens=[anti, based, bus, coverage, decision, drift, extractor, f027, gate, haiku, merger, rule] | output_tokens=[anti, based, coverage, decision, drift, extractor, f026, f027, gate, haiku, merger, rule] | intersection=11 | union=13 | jaccard=11/13=0.8462 | drift=0.1538 | should_replace=false
iter=83 | input_tokens=[anti, based, coverage, decision, drift, extractor, f026, f027, gate, haiku, merger, rule] | output_tokens=[anti, based, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule] | intersection=12 | union=13 | jaccard=12/13=0.9231 | drift=0.0769 | should_replace=false
iter=84 | input_tokens=[anti, based, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule] | output_tokens=[based, coverage, decision, drift, extractor, f026, f027, haiku, ledger, merger, rule] | intersection=11 | union=13 | jaccard=11/13=0.8462 | drift=0.1538 | should_replace=false
iter=85 | input_tokens=[based, coverage, decision, drift, extractor, f026, f027, haiku, ledger, merger, rule] | output_tokens=[based, coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule] | intersection=10 | union=11 | jaccard=10/11=0.9091 | drift=0.0909 | should_replace=false
iter=86 | input_tokens=[based, coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule] | output_tokens=[coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule, tombstone] | intersection=9 | union=11 | jaccard=9/11=0.8182 | drift=0.1818 | should_replace=false
iter=87 | input_tokens=[coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule, tombstone] | output_tokens=[coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=10 | union=11 | jaccard=10/11=0.9091 | drift=0.0909 | should_replace=false
iter=88 | input_tokens=[coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=11 | union=12 | jaccard=11/12=0.9167 | drift=0.0833 | should_replace=false
iter=89 | input_tokens=[accident, coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=12 | union=12 | jaccard=12/12=1.0000 | drift=0.0000 | should_replace=false
iter=90 | input_tokens=[accident, coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, coverage, drift, extractor, f026, f027, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=12 | union=12 | jaccard=12/12=1.0000 | drift=0.0000 | should_replace=false
iter=91 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=92 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=93 | input_tokens=[anti, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[coverage, decision, drift, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | intersection=11 | union=14 | jaccard=11/14=0.7857 | drift=0.2143 | should_replace=false
iter=94 | input_tokens=[coverage, decision, drift, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | output_tokens=[coverage, decision, drift, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | intersection=12 | union=12 | jaccard=12/12=1.0000 | drift=0.0000 | should_replace=false
iter=95 | input_tokens=[coverage, decision, drift, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | output_tokens=[coverage, decision, drift, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | intersection=12 | union=12 | jaccard=12/12=1.0000 | drift=0.0000 | should_replace=false
iter=96 | input_tokens=[coverage, decision, drift, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | output_tokens=[coverage, decision, drift, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | intersection=12 | union=12 | jaccard=12/12=1.0000 | drift=0.0000 | should_replace=false
iter=97 | input_tokens=[coverage, decision, drift, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | output_tokens=[coverage, decision, drift, extractor, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | intersection=11 | union=12 | jaccard=11/12=0.9167 | drift=0.0833 | should_replace=false
iter=98 | input_tokens=[coverage, decision, drift, extractor, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | output_tokens=[coverage, decision, drift, extractor, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | intersection=11 | union=11 | jaccard=11/11=1.0000 | drift=0.0000 | should_replace=false
iter=99 | input_tokens=[coverage, decision, drift, extractor, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | output_tokens=[coverage, decision, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | intersection=10 | union=12 | jaccard=10/12=0.8333 | drift=0.1667 | should_replace=false
iter=100 | input_tokens=[coverage, decision, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | output_tokens=[coverage, decision, extractor, gate, haiku, ledger, merger, reject, rule, tombstone, viewfinder] | intersection=11 | union=11 | jaccard=11/11=1.0000 | drift=0.0000 | should_replace=false

## Intervention log
iter=10 | action=reset | drift_vs_initial=0.5294
iter=20 | action=reset | drift_vs_initial=0.4000
iter=30 | action=reset | drift_vs_initial=0.5789
iter=40 | action=keep | drift_vs_initial=0.2000
iter=50 | action=keep | drift_vs_initial=0.1875
iter=60 | action=reset | drift_vs_initial=0.4118
iter=70 | action=reset | drift_vs_initial=0.4375
iter=80 | action=reset | drift_vs_initial=0.5882
iter=90 | action=reset | drift_vs_initial=0.3750
iter=100 | action=reset | drift_vs_initial=0.3333

## Raw test stdout/stderr
$ pnpm exec tsx --test src/wiki/viewfinder/fixture.test.ts src/wiki/viewfinder/monthly-snapshot.test.ts
cwd=C:\Users\-\Desktop\Multi-Agent\.worktrees\F027\packages\api
exit_code=0

----- stdout -----
▶ AC-P1-10 fixture: 100-iter telephone game
  ✔ fixture 文件存在且 schema 合规 (0.9131ms)
  ✔ raw 100 iter（无 anti-drift）必漂超 30% — 证明 anti-drift 机制必需 (0.3539ms)
  ✔ AC-P1-10: 有 anti-drift 干预 → 最终 jaccard ≥ 0.7 (drift ≤ 30%) (0.2931ms)
  ✔ intervention log 含 10 个 block（每 10 iter 一次 MonthlySnapshot） (0.2407ms)
✔ AC-P1-10 fixture: 100-iter telephone game (2.9ms)
▶ computeDrift
  ✔ 完全相同 token set → drift=0, shouldReplace=false (0.774ms)
  ✔ 完全不同 → drift=1, shouldReplace=true (0.137ms)
  ✔ 半相同 → jaccard=0.5, drift=0.5, shouldReplace=true (>30%) (0.1047ms)
  ✔ 75% 相同 → jaccard=0.6, drift=0.4, shouldReplace=true (>30%) (0.193ms)
  ✔ AC-P1-10 字面阈值 30%：jaccard >= 0.7 → drift <= 0.3 → 不 replace (0.1307ms)
  ✔ 自定义 threshold=0.5 → drift>50% 才 replace (0.108ms)
  ✔ 两边都空 → 视作一致，drift=0 (0.0765ms)
  ✔ 单边空 → drift=1（intersection=0, union=非空） (0.083ms)
  ✔ details 含 token 计数 + intersection / union size (0.1044ms)
✔ computeDrift (3.1474ms)
▶ tokenize
  ✔ 基本切词 + 小写 (0.3088ms)
  ✔ 标点符号切分 (0.1238ms)
  ✔ 空字符串 → 空 set (0.0537ms)
✔ tokenize (0.6139ms)
▶ simulateTelephoneGame · 确定性 + AC-P1-10 100-iter fixture
  ✔ 同 seed 输出确定（fixture 可重现） (0.5559ms)
  ✔ 不同 seed 输出不同（变异是真随机） (0.2647ms)
  ✔ history 含 N+1 个 snapshot（initial + N iter） (0.0917ms)
  ✔ AC-P1-10 fixture: 100 iter 滚动 + 默认 9% 变异 → drift 普遍 > 30%（防漂移机制有用武之地） (0.2274ms)
  ✔ AC-P1-10 anti-drift 干预模拟：如果有人工 reset（每 10 iter 重置漂移），最终 drift <= 30% (0.2757ms)
✔ simulateTelephoneGame · 确定性 + AC-P1-10 100-iter fixture (1.5523ms)
ℹ tests 21
ℹ suites 4
ℹ pass 21
ℹ fail 0
ℹ cancelled 0
ℹ skipped 0
ℹ todo 0
ℹ duration_ms 287.2209

----- stderr -----
